"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217"
"image_1246",0,0.00084388,0,0.00084388,0,0,0,0.00084388,0,0,0,0,0,0,0,0,0.00084388,0,0.00084388,0,0,0,0,0,0,0.00084388,0,0,0,0,0,0.00084388,0.00084388,0.0016878,0,0,0,0.00084388,0.00084388,0,0,0.00084388,0,0,0,0,0,0.0016878,0,0,0,0,0.0016878,0.00084388,0.00084388,0.0016878,0,0,0,0,0,0,0.00084388,0,0.00084388,0,0,0,0.00084388,0,0,0,0,0,0,0.00084388,0,0,0.0016878,0.00084388,0,0.00084388,0.00084388,0,0,0,0,0,0,0,0,0,0.00084388,0.00084388,0.00084388,0.00084388,0,0,0.00084388,0,0,0,0,0,0.00084388,0,0,0.00084388,0,0,0.00084388,0,0,0,0.00084388,0.00084388,0.0050633,0,0,0.0025316,0,0,0.00084388,0.0033755,0,0.00084388,0.00084388,0,0,0,0,0.0016878,0,0.00084388,0,0,0,0.00084388,0,0,0,0,0.00084388,0,0,0,0,0,0,0,0,0.00084388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01519,0,0,0,0,0,0,0,0.00084388,0,0,0,0.00084388,0,0.00084388,0,0,0,0,0,0,0.00084388,0,0,0,0,0.00084388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084388,0,0,0.00084388,0,0
"image_1247",0,0.00066094,0.0019828,0,0,0,0,0,0,0,0.0013219,0,0,0,0,0,0.00066094,0,0.0013219,0,0.00066094,0,0.0013219,0,0,0.00066094,0,0.00066094,0,0.00066094,0,0.0019828,0,0.0013219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066094,0,0,0.00066094,0,0,0,0.00066094,0,0,0,0.00066094,0.0013219,0,0,0,0,0,0,0,0,0,0,0.00066094,0,0,0,0,0,0.0013219,0.00066094,0,0,0,0,0,0,0,0,0,0,0,0.00066094,0,0.0026437,0,0,0,0.00066094,0,0,0,0,0,0.00066094,0,0,0,0.00066094,0,0,0,0,0,0,0,0.00066094,0.0019828,0,0.00066094,0.0033047,0,0,0,0.0013219,0,0,0,0,0,0,0.00066094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066094,0,0,0,0,0,0.00066094,0,0.00066094,0.00066094,0,0.0013219,0.00066094,0,0.0019828,0,0,0,0,0,0.00066094,0,0,0,0.00066094,0.00066094,0,0,0,0.00066094,0,0,0.00066094,0.0013219,0,0,0,0,0,0,0,0.00066094,0,0,0,0.00066094,0
"image_1248",0,0,0,0,0,0,0,0,0,0.0013193,0.0013193,0,0,0,0,0,0,0,0.0026385,0,0,0,0.0013193,0,0.0013193,0,0,0,0,0,0,0,0,0.0026385,0,0,0,0.0013193,0,0,0,0.0013193,0,0,0,0,0,0.0013193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013193,0,0,0,0,0.0013193,0,0,0,0,0,0.0013193,0,0.0013193,0,0.0013193,0,0,0,0.0013193,0,0,0,0,0,0,0.0013193,0,0,0,0,0,0,0,0.0013193,0.0013193,0,0,0,0,0,0,0.0013193,0,0,0.0013193,0,0,0,0.005277,0,0,0.0026385,0,0,0,0.0039578,0.0013193,0,0.0013193,0.0013193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013193,0,0,0,0.0013193,0.0013193,0,0,0,0,0,0,0,0.0013193,0.0013193,0.0013193,0,0,0,0,0,0,0,0,0,0,0.0013193,0.0013193,0.0013193,0,0,0,0,0,0,0,0,0.0013193,0.0013193,0,0,0,0,0,0,0,0,0,0,0
"image_1249",0,0.0056285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018762,0,0.0075047,0,0,0,0.0018762,0.0018762,0,0.0018762,0,0.0018762,0,0,0,0,0,0,0,0,0,0.016886,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0.0037523,0,0,0,0,0,0,0,0,0,0.022514,0,0.0018762,0,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037523,0,0,0,0,0,0,0,0.0018762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018762,0.0018762,0,0,0,0.0018762,0.0075047,0,0,0.0037523,0,0,0,0,0,0,0,0,0,0,0,0.0018762,0,0
"image_1250",0,0.001227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001227,0,0,0,0,0,0,0,0,0,0,0,0,0.001227,0,0,0,0.001227,0.001227,0,0,0,0,0,0,0,0,0,0.001227,0,0,0,0,0,0,0,0,0.001227,0,0,0,0,0,0,0.001227,0.001227,0.002454,0.001227,0,0,0,0,0,0,0,0,0,0,0.001227,0,0,0,0.001227,0,0,0,0.001227,0,0,0,0,0,0,0.003681,0.001227,0.002454,0,0,0,0,0.001227,0,0,0.002454,0,0,0.001227,0,0,0,0,0,0.001227,0,0,0.002454,0.003681,0,0,0.003681,0,0,0,0.003681,0.002454,0.001227,0.001227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001227,0,0,0,0,0,0.001227,0,0,0,0,0,0,0,0.001227,0.001227,0,0.0049079,0.001227,0.001227,0,0,0,0,0,0,0.001227,0,0,0,0,0.001227,0,0,0,0,0,0,0.001227,0,0.001227,0,0,0,0,0,0,0.001227,0.002454,0,0,0,0,0.001227,0,0,0,0,0,0,0.001227,0,0,0,0.001227,0,0
"image_1251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021645,0,0.0021645,0,0,0,0,0,0.0021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021645,0,0,0,0,0,0,0,0,0,0,0,0.0021645,0,0.0021645,0,0,0.0021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021645,0,0,0,0,0,0.0021645,0,0,0,0,0,0.0021645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021645,0,0,0,0,0,0,0,0,0.0021645,0,0,0,0,0,0,0,0,0.0021645,0,0,0,0,0.0021645,0,0,0,0,0,0,0,0,0,0,0,0.004329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1252",0.00091158,0.0018232,0,0,0,0,0,0,0.00091158,0,0.00091158,0,0,0,0.00091158,0,0,0.00091158,0,0,0.0018232,0,0.00091158,0,0,0.0018232,0,0,0,0,0,0.00091158,0,0,0,0,0,0.0018232,0.00091158,0,0,0.0018232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091158,0,0,0,0.00091158,0,0,0,0,0,0.00091158,0,0,0,0,0,0.00091158,0,0,0,0,0.0018232,0,0,0,0,0,0.0018232,0,0.00091158,0.00091158,0,0,0,0,0,0,0,0,0.00091158,0,0,0.0018232,0,0.00091158,0,0,0,0,0,0,0,0.00091158,0,0.00091158,0,0.00091158,0.00091158,0,0,0,0.0027347,0,0.00091158,0.0018232,0,0,0,0,0,0,0,0,0,0,0,0.00091158,0,0,0,0,0,0,0,0,0,0,0,0,0.00091158,0,0,0,0,0.00091158,0,0,0,0,0,0,0.00091158,0,0,0,0.0018232,0,0,0,0.00091158,0,0.00091158,0,0.0018232,0,0.00091158,0.00091158,0.00091158,0.00091158,0,0,0,0.00091158,0,0.0018232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091158,0,0,0,0,0.00091158,0,0,0,0,0,0,0,0
"image_1253",0,0,0,0,0,0,0.0013089,0,0,0,0,0,0,0,0,0,0.0013089,0,0,0,0.0013089,0,0,0,0,0.0013089,0,0,0,0,0,0,0,0.0013089,0,0,0,0,0.0026178,0,0,0,0,0,0,0,0,0.0013089,0,0,0,0,0,0,0,0,0,0,0,0,0.0013089,0,0,0,0,0.0013089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013089,0,0,0,0,0,0,0,0,0.0013089,0,0,0.0013089,0.0013089,0,0,0,0,0,0,0,0,0.0013089,0,0,0.0013089,0,0,0,0,0,0,0,0,0,0.0013089,0,0,0,0,0,0.0013089,0,0,0.0013089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013089,0,0,0,0.0013089,0,0,0,0,0,0,0,0,0.0026178,0,0,0,0,0,0,0,0.0013089,0,0,0,0,0,0,0,0,0.0013089,0,0,0,0,0,0,0,0,0.0052356,0,0,0,0,0,0,0,0,0,0,0,0.0026178,0,0,0,0,0,0,0,0,0.0026178,0,0
"image_1254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018797,0,0.0018797,0,0,0,0,0,0,0.0018797,0,0,0,0,0,0,0,0,0,0,0,0.0037594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018797,0,0,0,0,0,0,0,0,0,0,0.0018797,0,0.0037594,0,0,0,0,0,0,0,0,0,0,0.0018797,0,0.0018797,0,0,0,0,0,0,0,0.0018797,0,0.0056391,0,0,0,0,0,0,0.0056391,0,0,0,0,0,0,0,0,0,0,0,0,0.0018797,0,0,0.0018797,0,0,0,0,0,0,0,0,0,0,0,0.0018797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011278,0,0.0018797,0,0,0,0,0,0,0,0,0,0,0,0,0.0018797,0,0.0018797,0,0,0,0,0,0,0,0,0,0.0018797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053191,0,0.010638,0,0,0,0,0,0.0053191,0.0053191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053191,0.0053191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638,0,0,0,0.0053191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053191,0,0,0,0,0,0,0,0,0,0,0,0
"image_1256",0,0,0.0014124,0,0,0,0,0,0,0,0,0,0,0,0,0.0028248,0.0028248,0,0.0028248,0,0,0,0.0014124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014124,0,0,0,0,0,0,0,0,0.0014124,0,0,0,0,0.0014124,0,0,0.0014124,0,0,0,0,0,0,0.0014124,0,0,0.0014124,0,0,0,0,0,0,0,0.0014124,0.0042373,0.0014124,0,0,0,0,0,0,0,0,0,0,0.0014124,0,0,0,0,0,0,0,0,0,0,0,0.0014124,0.0028248,0,0,0,0,0,0.0028248,0.0028248,0,0,0.0028248,0,0,0,0,0,0,0,0,0,0,0,0.0014124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014124,0,0,0,0,0,0,0,0,0,0.0028248,0,0,0,0.0014124,0,0,0,0,0.0014124,0.0014124,0,0,0,0.0028248,0,0,0.0014124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1257",0,0.0011806,0,0,0,0,0,0.0011806,0,0,0,0,0,0,0.0011806,0,0.0011806,0,0.0023613,0,0,0,0,0,0.0023613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011806,0,0,0,0,0,0,0.0011806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023613,0,0,0,0,0,0,0,0.0023613,0,0,0.0023613,0,0,0.0011806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047225,0,0,0.0035419,0,0,0,0,0,0,0,0,0,0,0,0.0011806,0,0,0,0.0011806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016529,0,0,0,0.0023613,0,0,0,0,0,0,0,0,0,0,0,0,0.0011806,0,0.0011806,0.0011806,0.0023613,0,0,0.0011806,0,0.0011806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1258",0,0,0.0014286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014286,0,0,0,0,0,0,0.0014286,0.0014286,0,0,0,0,0.0014286,0,0.0014286,0,0,0,0,0,0,0,0.0014286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014286,0,0,0,0,0,0,0,0,0,0.0014286,0,0,0,0,0,0,0,0,0.0014286,0,0,0,0,0,0,0,0,0,0,0.0014286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014286,0,0.0014286,0,0,0,0.0042857,0.0014286,0,0,0,0,0,0,0.0014286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014286,0,0,0,0,0,0.0014286,0,0.0014286,0,0,0.0014286,0.0014286,0,0,0,0,0,0,0,0,0,0.0028572,0,0,0,0,0,0,0,0,0,0,0,0.0014286,0,0.0014286,0,0.0014286,0.0014286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1259",0,0.00093631,0,0,0.00093631,0,0,0.00046816,0,0.0014045,0.00046816,0,0,0,0,0.00093631,0,0,0.00046816,0,0,0,0,0,0,0,0,0,0,0.00046816,0.00046816,0.00046816,0.00093631,0,0,0,0,0,0.00046816,0,0.00046816,0,0,0,0,0,0,0,0,0,0,0,0.00046816,0,0,0,0,0.00093631,0,0,0,0,0,0,0,0,0,0.00046816,0,0,0,0,0,0,0,0,0,0,0.00046816,0,0,0,0.0014045,0,0,0,0,0,0,0.00046816,0,0.0014045,0.00046816,0.0014045,0.00046816,0.00046816,0,0.00046816,0,0.00046816,0,0,0.00046816,0,0.00046816,0,0.00093631,0.00046816,0,0,0,0,0.0014045,0,0.00093631,0.00046816,0.00093631,0.00046816,0.00046816,0.0014045,0,0,0.00046816,0.0014045,0.0014045,0.0018726,0.00093631,0,0,0,0,0.00046816,0,0.00046816,0.00046816,0,0.00046816,0.00046816,0,0.00093631,0,0,0,0,0,0.00046816,0,0,0,0.00046816,0,0.00093631,0,0,0,0.00046816,0,0,0,0,0,0.0018726,0,0.00046816,0,0.00046816,0.00046816,0.00093631,0,0.00046816,0,0,0,0,0,0,0.00046816,0.00046816,0,0,0.00093631,0.0014045,0,0,0.00046816,0,0.00093631,0.00093631,0.00093631,0,0.00046816,0.00046816,0,0,0.00046816,0,0,0,0,0.00093631,0,0,0,0,0.00093631,0,0,0,0.00046816,0,0,0,0.00046816,0,0.00046816,0.0014045,0
"image_1260",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024331,0,0,0,0,0.0024331,0,0,0.0024331,0,0,0.0024331,0,0,0,0,0,0,0,0,0,0,0,0.0024331,0,0.0024331,0,0,0,0,0,0,0,0,0.0024331,0.0024331,0,0,0,0,0,0,0.0024331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024331,0,0,0,0,0,0,0,0,0,0,0,0.017032,0,0.0024331,0,0,0,0,0,0,0,0,0,0,0.0024331,0,0,0,0,0,0,0,0.0024331,0,0,0,0,0.0024331,0,0,0,0,0,0.0024331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024331
"image_1261",0,0,0,0,0,0,0,0.00062618,0,0.00062618,0,0,0,0,0,0.0012524,0.00062618,0,0.00062618,0,0,0,0,0.00062618,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062618,0,0,0,0,0.00062618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062618,0,0,0,0,0,0,0,0,0,0.00062618,0,0,0.00062618,0,0,0,0.00062618,0,0,0,0.00062618,0,0,0,0,0,0,0,0.00062618,0,0,0,0,0.00062618,0.0031309,0,0.00062618,0,0,0.00062618,0,0,0,0,0.00062618,0.0012524,0,0,0.0018785,0,0,0,0,0.00062618,0,0.00062618,0,0.0043833,0,0.00062618,0,0,0,0,0.0012524,0,0.00062618,0,0,0,0,0,0,0,0,0,0,0,0,0.0012524,0,0,0,0,0,0,0.0012524,0,0,0,0.00062618,0,0,0,0,0.00062618,0,0,0,0.00062618,0,0,0,0,0,0,0,0,0.0037571,0,0.00062618,0.00062618,0,0,0,0.00062618,0.00062618,0,0,0,0.0012524,0.00062618,0,0,0.0012524,0.00062618,0.00062618,0,0.00062618,0.0031309,0,0.00062618,0,0,0.0012524,0,0,0,0,0,0.00062618,0,0,0.00062618,0,0.00062618,0,0,0,0,0.00062618,0,0,0,0,0.0012524,0,0.00062618
"image_1262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022883,0,0,0,0,0,0,0,0,0,0,0.0022883,0,0,0,0.0022883,0,0,0,0,0,0,0,0,0.0022883,0,0,0,0.0022883,0,0,0,0,0.0022883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006865,0,0,0,0,0,0,0.0022883,0,0,0.0022883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022883,0,0,0,0.0022883,0,0,0,0,0.0022883,0.0022883,0,0,0,0,0,0,0,0,0,0.0022883,0,0,0,0,0.0022883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022883,0,0,0,0,0,0
"image_1263",0,0.0010799,0.0010799,0,0,0,0,0,0,0,0,0,0,0,0,0.0010799,0,0,0.0010799,0,0,0,0,0.0010799,0,0,0,0,0,0,0,0,0,0.0010799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010799,0,0,0.0010799,0,0,0.0010799,0,0,0,0,0,0,0.0010799,0,0.0021598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021598,0,0,0,0,0,0,0.0010799,0.0010799,0.0097192,0.0010799,0,0.0032397,0,0,0,0.0043196,0.0010799,0,0.0010799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010799,0,0,0,0,0.0010799,0,0,0,0,0,0.0010799,0,0,0,0,0,0.0053996,0,0,0,0,0,0,0,0.0010799,0.0010799,0,0,0.0010799,0,0.0010799,0.0010799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021598,0.0010799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1264",0,0,0,0,0,0,0,0.0025316,0,0,0,0,0,0,0,0,0,0,0.0050633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050633,0,0,0,0,0.0050633,0,0,0,0,0.0025316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025316,0.0025316,0.0025316,0,0,0.0025316,0,0,0,0.0025316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025316,0,0,0,0,0,0,0,0,0,0,0,0.01519,0,0,0,0,0,0.0025316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025316,0,0,0.0025316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1265",0,0.0022124,0.0011062,0,0,0,0.0011062,0.0011062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044248,0,0,0,0,0,0.0011062,0,0.0011062,0,0,0,0,0,0,0,0.0011062,0,0,0,0,0,0,0.0011062,0,0,0,0,0,0,0,0,0,0.0011062,0,0,0,0,0,0,0,0,0.0011062,0,0,0,0,0,0,0,0,0,0,0.0011062,0,0,0,0.0011062,0.0011062,0,0,0,0,0,0,0,0.0022124,0,0,0,0,0,0,0,0,0,0.0011062,0,0,0.0011062,0,0.0011062,0,0.0011062,0,0,0,0.0011062,0,0.0011062,0,0.0011062,0,0,0,0,0,0.0011062,0.0011062,0,0,0.0011062,0,0,0,0,0,0.0011062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022124,0,0,0,0,0,0,0,0,0,0.0011062,0,0,0,0,0,0.0011062,0,0,0,0.0022124,0,0,0,0,0.0011062,0,0,0,0.0011062,0.0011062,0,0,0,0,0,0,0,0,0,0,0,0.0011062,0,0.0011062,0,0,0,0,0,0,0,0.0011062,0,0,0,0,0,0,0,0,0,0,0,0,0
"image_1266",0,0.0045871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045871,0,0,0,0,0,0,0,0,0,0,0,0,0.0022936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045871,0,0,0.0022936,0.0022936,0,0,0,0,0,0,0,0,0,0.0022936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022936,0,0,0,0,0.0045871,0,0,0.0022936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045871,0,0,0.0022936,0,0,0,0,0,0,0,0,0.0068807,0,0,0,0.0022936,0,0,0,0.0022936,0,0,0,0.0022936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022936,0,0,0,0,0,0,0,0,0,0,0,0.0022936,0,0,0,0,0,0,0,0,0,0,0
"image_1267",0,0.0045662,0,0,0,0,0,0,0,0,0,0,0,0,0.00091324,0.00091324,0,0,0.00091324,0,0,0,0,0,0,0.00091324,0,0,0,0,0,0,0,0,0,0,0,0,0.00091324,0,0,0.0018265,0,0,0,0,0.00091324,0.00091324,0,0,0,0,0,0,0,0,0,0,0,0.0018265,0.00091324,0,0,0,0,0,0,0,0,0,0.00091324,0.00091324,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0.00091324,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0.0018265,0,0,0,0,0,0,0,0,0,0,0,0.0082191,0,0,0.00091324,0,0,0,0.0045662,0,0.00091324,0.00091324,0,0,0,0.0018265,0,0,0,0,0,0,0,0,0,0,0.0027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00091324,0,0,0,0,0,0,0,0,0,0,0,0.0063927,0,0,0,0,0,0,0.00091324,0.00091324,0,0,0,0.0027397,0.0018265,0,0,0,0.00091324,0.00091324,0,0,0,0,0,0,0,0,0,0,0,0.00091324,0.00091324,0,0,0,0,0.00091324,0,0,0,0,0,0,0,0,0.00091324,0,0,0,0
"image_1268",0,0.0026178,0,0.0026178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026178,0,0,0,0.0026178,0,0,0,0,0,0.0026178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026178,0,0,0,0,0.0026178,0,0,0,0,0,0,0,0,0.0026178,0,0.0026178,0,0,0,0,0,0,0,0,0,0,0,0.0026178,0,0,0,0,0,0,0,0,0,0,0,0,0.0026178,0,0,0,0,0.0026178,0,0,0,0.0052356,0,0,0.0026178,0,0,0,0,0,0,0,0.0026178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026178,0,0.0026178,0,0,0,0,0,0.0026178,0,0,0,0,0.0026178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026178,0,0,0,0,0.0052356,0,0,0,0,0,0,0,0,0,0,0.0026178,0,0
